netflix_id,imdb_id,year,title,summary_text,director,actor_1,actor_2,actor_3,genre_1,genre_2,genre_3,summary_text_new,descriptor_1,descriptor_2,descriptor_3
3197.0,tt0327437,2004,Around the World in 80 Days,"To win a bet, an eccentric British inventor beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.",Frank Coraci,Jackie Chan,Steve Coogan,Jim Broadbent,Action,Adventure,Comedy,to win a bet an eccentric british inventor beside his chinese valet and an aspiring french artist embarks on a trip full of adventures and dangers around the world in exactly eighty days ,valet,inventor,exactly
4080.0,tt0310281,2003,A Mighty Wind,Mockumentary captures the reunion of 1960s folk trio the Folksmen as they prepare for a show at The Town Hall to memorialize a recently deceased concert promoter.,Christopher Guest,Christopher Guest,Eugene Levy,Michael McKean,Comedy,Music,,mockumentary captures the reunion of s folk trio the folksmen as they prepare for a show at the town hall to memorialize a recently deceased concert promoter ,reunion,prepare,mockumentary
2734.0,tt0120681,2001,From Hell,"In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper.",,Johnny Depp,Heather Graham,Ian Holm,Horror,Mystery,Thriller,in victorian era london a troubled clairvoyant police detective investigates the murders of jack the ripper ,victorian,ripper,clairvoyant
4389.0,tt0266465,2003,A Man Apart,A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.,F. Gary Gray,Vin Diesel,Timothy Olyphant,Larenz Tate,Action,Crime,Drama,a man known as diablo emerges to head a drug cartel after the previous leader is imprisoned ,previous,known,emerges
896.0,tt0112792,1995,Dangerous Minds,An ex-Marine turned teacher struggles to connect with her students in an inner city school.,John N. Smith,Michelle Pfeiffer,George Dzundza,Courtney B. Vance,Biography,Drama,,an ex marine turned teacher struggles to connect with her students in an inner city school ,connect,teacher,marine
4384.0,tt0363547,2004,Dawn of the Dead,"A nurse, a policeman, a young married couple, a salesman, and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",Zack Snyder,Sarah Polley,Ving Rhames,Mekhi Phifer,Horror,,nan,a nurse a policeman a young married couple a salesman and other survivors of a worldwide plague that is producing aggressive flesh eating zombies take refuge in a mega midwestern shopping mall ,zombies,worldwide,survivors
3198.0,tt0101272,1991,The Addams Family,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,Barry Sonnenfeld,Anjelica Huston,Raul Julia,Christopher Lloyd,Comedy,Fantasy,,con artists plan to fleece an eccentric family using an accomplice who claims to be their long lost uncle ,uncle,fleece,claims
3017.0,tt0088933,1985,Cocoon,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",Ron Howard,Don Ameche,Wilford Brimley,Hume Cronyn,Comedy,Drama,Sci-Fi,when a group of trespassing seniors swim in a pool containing alien cocoons they find themselves energized with youthful vigor ,vigor,trespassing,swim
3626.0,tt0307901,2002,25th Hour,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",Spike Lee,Edward Norton,Barry Pepper,Philip Seymour Hoffman,Drama,,nan,cornered by the dea convicted new york drug dealer montgomery brogan reevaluates his life in the remaining hours before facing a seven year jail term ,reevaluates,dealer,dea
413.0,tt0280760,2002,Igby Goes Down,A young man's peculiar upbringing renders him unable to competently cope with the struggle of growing up.,Burr Steers,Kieran Culkin,Susan Sarandon,Jeff Goldblum,Comedy,Drama,,a young man s peculiar upbringing renders him unable to competently cope with the struggle of growing up ,upbringing,renders,growing
3165.0,tt0095031,1988,Dirty Rotten Scoundrels,Two con men try to settle their rivalry by betting on who can swindle a young American heiress out of fifty thousand dollars first.,Frank Oz,Steve Martin,Michael Caine,Glenne Headly,Comedy,Crime,,two con men try to settle their rivalry by betting on who can swindle a young american heiress out of fifty thousand dollars first ,thousand,swindle,settle
4364.0,tt0074958,1976,Network,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.,Sidney Lumet,Faye Dunaway,William Holden,Peter Finch,Drama,,nan,a television network cynically exploits a deranged former anchor s ravings and revelations about the news media for its own profit ,revelations,ravings,profit
2001.0,tt0105690,1992,Under Siege,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.,Andrew Davis,Steven Seagal,Gary Busey,Tommy Lee Jones,Action,Thriller,,an ex navy seal turned cook is the only person who can stop a group of terrorists when they seize control of a u s battleship ,terrorists,person,cook
2360.0,tt0045152,1952,Singin' in the Rain,A silent film production company and cast make a difficult transition to sound.,,Gene Kelly,Donald O'Connor,Debbie Reynolds,Comedy,Musical,Romance,a silent film production company and cast make a difficult transition to sound ,transition,sound,silent
2690.0,tt0120917,2000,The Emperor's New Groove,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.",Mark Dindal,David Spade,John Goodman,Eartha Kitt,Animation,Adventure,Comedy,emperor kuzco is turned into a llama by his ex administrator yzma and must now regain his throne with the help of pacha the gentle llama herder ,llama,yzma,throne
295.0,tt0112281,1995,Ace Ventura: When Nature Calls,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",Steve Oedekerk,Jim Carrey,Ian McNeice,Simon Callow,Adventure,Comedy,Crime,ace ventura pet detective returns from a spiritual quest to investigate the disappearance of a rare white bat the sacred animal of a tribe in africa ,ventura,tribe,spiritual
3256.0,tt0324133,2003,Swimming Pool,"A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics.",François Ozon,Charlotte Rampling,Charles Dance,Ludivine Sagnier,Crime,Drama,Mystery,a british mystery author visits her publisher s home in the south of france where her interaction with his unusual daughter sets off some touchy dynamics ,unusual,touchy,interaction
3085.0,tt0185431,2000,Little Nicky,"After two of the devil's three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it's too late.",Steven Brill,Adam Sandler,Patricia Arquette,Harvey Keitel,Comedy,Fantasy,,after two of the devil s three sons escape hell to wreak havoc on earth the devil must send his third son the mild mannered nicky to bring them back before it s too late ,devil,wreak,sons
3817.0,tt0111282,1994,Stargate,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",Roland Emmerich,Kurt Russell,James Spader,Jaye Davidson,Action,Adventure,Sci-Fi,an interstellar teleportation device found in egypt leads to a planet with humans resembling ancient egyptians who worship the god ra ,worship,teleportation,resembling
528.0,tt0371724,2005,The Hitchhiker's Guide to the Galaxy,"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",Garth Jennings,Martin Freeman,Yasiin Bey,Sam Rockwell,Adventure,Comedy,Sci-Fi,mere seconds before the earth is to be demolished by an alien construction crew journeyman arthur dent is swept off the planet by his friend ford prefect a researcher penning a new edition of the hitchhiker s guide to the galaxy ,swept,seconds,researcher
2554.0,tt0073629,1975,The Rocky Horror Picture Show,A newly engaged couple have a breakdown in an isolated area and must pay a call to the bizarre residence of Dr. Frank-N-Furter.,Jim Sharman,Tim Curry,Susan Sarandon,Barry Bostwick,Comedy,Musical,,a newly engaged couple have a breakdown in an isolated area and must pay a call to the bizarre residence of dr frank n furter ,residence,pay,furter
2495.0,tt0242445,2001,Exit Wounds,"Orin Boyd, a tough cop in an inner-city precinct discovers a web of dirty cops and corruption.",Andrzej Bartkowiak,Steven Seagal,DMX,Isaiah Washington,Action,Comedy,Crime,orin boyd a tough cop in an inner city precinct discovers a web of dirty cops and corruption ,orin,dirty,boyd
4341.0,tt0277296,2002,The Scorpion King,"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.",Chuck Russell,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Action,Adventure,Fantasy,a desert warrior rises up against the evil army that is destroying his homeland he captures the enemy s key sorcerer takes her deep into the desert and prepares for a final showdown ,desert,warrior,sorcerer
1918.0,tt0318974,2004,The Alamo,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.",John Lee Hancock,Dennis Quaid,Billy Bob Thornton,Emilio Echevarría,Drama,History,War,based on the standoff between a group of texan and tejano men led by davy crockett and jim bowie and mexican dictator santa anna s forces at the alamo in san antonio texas ,texan,tejano,standoff
1700.0,tt0115734,1996,Bottle Rocket,Three friends plan to pull off a simple robbery and go on the run.,Wes Anderson,Luke Wilson,Owen Wilson,Ned Dowd,Comedy,Crime,Drama,three friends plan to pull off a simple robbery and go on the run ,robbery,pull,simple
257.0,tt0070016,1973,Charlotte's Web,A gentle and wise grey spider with a flair for promotion pledges to save a young pig from slaughter for dinner food.,,Debbie Reynolds,Henry Gibson,Paul Lynde,Animation,Family,Musical,a gentle and wise grey spider with a flair for promotion pledges to save a young pig from slaughter for dinner food ,wise,spider,slaughter
3466.0,tt0227538,2001,Spy Kids,The children of secret-agent parents must save them from danger.,Robert Rodriguez,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Action,Adventure,Comedy,the children of secret agent parents must save them from danger ,danger,children,parents
330.0,tt0120890,1998,Wild Things,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,John McNaughton,Kevin Bacon,Neve Campbell,Matt Dillon,Crime,Drama,Mystery,a police detective uncovers a conspiracy behind a case involving a high school guidance counselor when accusations of rape are made against him by two female students ,guidance,counselor,conspiracy
3893.0,tt0117318,1996,The People vs. Larry Flynt,The story of a controversial pornography publisher and how he became a defender of free speech.,Milos Forman,Woody Harrelson,Courtney Love,Edward Norton,Biography,Drama,,the story of a controversial pornography publisher and how he became a defender of free speech ,pornography,defender,controversial
2016.0,tt0318411,2002,The Magdalene Sisters,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,Peter Mullan,Eileen Walsh,Dorothy Duffy,Nora-Jane Noone,Drama,,nan,three young irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a magdalene sisters asylum ,sisters,maintain,magdalene
720.0,tt0098213,1989,Roger & Me,"Director Michael Moore pursues GM CEO Roger B. Smith to confront him about the harm he did to Flint, Michigan with his massive downsizing.",Michael Moore,Michael Moore,Roger B. Smith,Rhonda Britton,Documentary,,nan,director michael moore pursues gm ceo roger b smith to confront him about the harm he did to flint michigan with his massive downsizing ,pursues,michigan,massive
2675.0,tt0307479,2002,Solaris,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,Steven Soderbergh,George Clooney,Natascha McElhone,Ulrich Tukur,Drama,Mystery,Romance,a troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet ,station,research,orbiting
3274.0,tt0120693,1998,Half Baked,The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.,Tamra Davis,Dave Chappelle,Guillermo Díaz,Jim Breuer,Comedy,Crime,,the story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail ,schemes,crazy,bright
3161.0,tt0257106,2001,Scary Movie 2,Four teens are tricked by their professor into visiting a haunted house for a school project.,Keenen Ivory Wayans,Anna Faris,Marlon Wayans,Antony Acker,Comedy,,nan,four teens are tricked by their professor into visiting a haunted house for a school project ,visiting,tricked,teens
1682.0,tt0118548,1997,Absolute Power,A career thief witnesses a horrific crime involving the U.S. President.,Clint Eastwood,Clint Eastwood,Gene Hackman,Ed Harris,Action,Crime,Drama,a career thief witnesses a horrific crime involving the u s president ,thief,president,involving
1861.0,tt0251075,2001,Evolution,"A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor.",Ivan Reitman,David Duchovny,Orlando Jones,Julianne Moore,Comedy,Sci-Fi,,a fire fighting cadet two college professors and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on earth inside a meteor ,professors,organism,meteor
4149.0,tt0331632,2004,Scooby-Doo 2: Monsters Unleashed,"The Mystery Inc. gang must save Coolsville from an attack of past unmasked monsters brought to life by an evil masked figure trying to ""unmask"" the gang.",Raja Gosnell,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Adventure,Comedy,Family,the mystery inc gang must save coolsville from an attack of past unmasked monsters brought to life by an evil masked figure trying to unmask the gang ,gang,unmasked,unmask
442.0,tt0095647,1988,Mississippi Burning,"Two F.B.I. Agents, with wildly different styles, arrive in Mississippi to investigate the disappearance of some civil rights activists.",Alan Parker,Gene Hackman,Willem Dafoe,Frances McDormand,Crime,Drama,History,two f b i agents with wildly different styles arrive in mississippi to investigate the disappearance of some civil rights activists ,wildly,styles,rights
851.0,tt0099088,1990,Back to the Future Part III,"Enjoying a peaceable existence in 1885, Doctor Emmet Brown is about to be killed by Buford ""Mad Dog"" Tannen. Marty McFly travels back in time to save his friend.",Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Mary Steenburgen,Adventure,Comedy,Sci-Fi,enjoying a peaceable existence in doctor emmet brown is about to be killed by buford mad dog tannen marty mcfly travels back in time to save his friend ,tannen,peaceable,mcfly
1367.0,tt0107822,1993,The Piano,"A mute woman is sent to 1850s New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation.",Jane Campion,Holly Hunter,Harvey Keitel,Sam Neill,Drama,Music,Romance,a mute woman is sent to s new zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner but is soon lusted after by a local worker on the plantation ,zealand,prized,plantation
4109.0,tt0144084,2000,American Psycho,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",Mary Harron,Christian Bale,Justin Theroux,Josh Lucas,Crime,Drama,,a wealthy new york city investment banking executive patrick bateman hides his alternate psychopathic ego from his co workers and friends as he delves deeper into his violent hedonistic fantasies ,patrick,hides,hedonistic
311.0,tt0109707,1994,Ed Wood,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",Tim Burton,Johnny Depp,Martin Landau,Sarah Jessica Parker,Biography,Comedy,Drama,ambitious but troubled movie director edward d wood jr tries his best to fulfill his dreams despite his lack of talent ,wood,talent,lack
1314.0,tt0100404,1990,Presumed Innocent,"As a lawyer investigates the murder of a colleague, he finds himself more connected to the crime than anyone else.",Alan J. Pakula,Harrison Ford,Raul Julia,Greta Scacchi,Mystery,Thriller,,as a lawyer investigates the murder of a colleague he finds himself more connected to the crime than anyone else ,connected,colleague,investigates
3489.0,tt0081633,1981,Time Bandits,"A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal.",Terry Gilliam,Sean Connery,Shelley Duvall,John Cleese,Adventure,Comedy,Fantasy,a young boy accidentally joins a band of time travelling dwarves as they jump from era to era looking for treasure to steal ,era,travelling,looking
252.0,tt0243585,2002,Stuart Little 2,Stuart and Snowbell set out across town to rescue a friend.,Rob Minkoff,Michael J. Fox,Geena Davis,Hugh Laurie,Animation,Adventure,Comedy,stuart and snowbell set out across town to rescue a friend ,stuart,snowbell,rescue
746.0,tt0249478,2001,Domestic Disturbance,"When Danny witnesses his stepfather Rick murder a man, Danny's father Frank has to protect his son from the greatest danger.",Harold Becker,John Travolta,Nick Loren,James Lashly,Crime,Mystery,Thriller,when danny witnesses his stepfather rick murder a man danny s father frank has to protect his son from the greatest danger ,danny,stepfather,rick
4479.0,tt0081283,1980,Ordinary People,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",Robert Redford,Donald Sutherland,Mary Tyler Moore,Judd Hirsch,Drama,,nan,the accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother the good natured father and the guilt ridden younger son ,son,younger,strains
937.0,tt0119099,1998,Fallen,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.",Gregory Hoblit,Denzel Washington,John Goodman,Donald Sutherland,Action,Crime,Drama,homicide detective john hobbes witnesses the execution of serial killer edgar reese soon after the execution the killings start again and they are very similar to reese s style ,reese,execution,style
3355.0,tt0119349,1997,The Ice Storm,"In suburban New Canaan, Connecticut, 1973, middle class families experimenting with casual sex and substance abuse find their lives beyond their control.",Ang Lee,Kevin Kline,Joan Allen,Sigourney Weaver,Drama,,nan,in suburban new canaan connecticut middle class families experimenting with casual sex and substance abuse find their lives beyond their control ,substance,experimenting,connecticut
3617.0,tt0104070,1992,Death Becomes Her,"When a woman learns of an immortality treatment, she sees it as a way to outdo her long-time rival.",Robert Zemeckis,Meryl Streep,Bruce Willis,Goldie Hawn,Comedy,Fantasy,Horror,when a woman learns of an immortality treatment she sees it as a way to outdo her long time rival ,treatment,rival,outdo
3350.0,tt0184858,2000,Reindeer Games,"After assuming his dead cellmate's identity to get with the other man's girlfriend, an ex-con finds himself a reluctant participant in a casino heist.",John Frankenheimer,Ben Affleck,Gary Sinise,Charlize Theron,Action,Adventure,Crime,after assuming his dead cellmate s identity to get with the other man s girlfriend an ex con finds himself a reluctant participant in a casino heist ,participant,cellmate,assuming
3522.0,tt0269095,2002,City by the Sea,"Vincent Lamarca, whose father was executed for a 1950s kidnapping of a child, grew up to become a police officer, only to see his own son become a murder suspect.",Michael Caton-Jones,Robert De Niro,James Franco,Frances McDormand,Crime,Drama,Mystery,vincent lamarca whose father was executed for a s kidnapping of a child grew up to become a police officer only to see his own son become a murder suspect ,vincent,lamarca,grew
2851.0,tt0106856,1993,Falling Down,"An unemployed defense worker frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.",Joel Schumacher,Michael Douglas,Robert Duvall,Barbara Hershey,Crime,Drama,Thriller,an unemployed defense worker frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them ,violently,society,psychotically
1645.0,tt0314786,2003,The In-Laws,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his future son-in-law's father is a free-wheeling international spy.",Andrew Fleming,Albert Brooks,Michael Douglas,Ryan Reynolds,Action,Comedy,Thriller,right before his daughter s wedding a mild mannered foot doctor discovers that his future son in law s father is a free wheeling international spy ,wheeling,international,foot
2153.0,tt0106965,1993,Free Willy,"When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.",Simon Wincer,Jason James Richter,Lori Petty,Michael Madsen,Adventure,Drama,Family,when a boy learns that a beloved killer whale is to be killed by the aquarium owners the boy risks everything to free the whale ,whale,boy,risks
2866.0,tt0139462,1999,Message in a Bottle,"A woman discovers a tragic love letter in a bottle on a beach, and is determined to track down its author.",Luis Mandoki,Kevin Costner,Robin Wright,Paul Newman,Drama,Romance,,a woman discovers a tragic love letter in a bottle on a beach and is determined to track down its author ,letter,bottle,tragic
2139.0,tt0090863,1986,The Color of Money,"Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback.",Martin Scorsese,Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio,Drama,Sport,,fast eddie felson teaches a cocky but immensely talented protégé the ropes of pool hustling which in turn inspires him to make an unlikely comeback ,teaches,talented,ropes
3015.0,tt0364343,2004,The Final Cut,"Set in a world with memory recording implants, Alan Hakman is a cutter, someone with the power of final edit over people's recorded histories. His latest assignment is one that puts him in danger.",Omar Naim,Robin Williams,Jim Caviezel,Mira Sorvino,Drama,Sci-Fi,Thriller,set in a world with memory recording implants alan hakman is a cutter someone with the power of final edit over people s recorded histories his latest assignment is one that puts him in danger ,recording,recorded,latest
148.0,tt0230838,2001,Sweet November,"A workaholic executive, and an unconventional woman agree to a personal relationship for a short period. In this short period she changes his life.",Pat O'Connor,Keanu Reeves,Charlize Theron,Jason Isaacs,Drama,Romance,,a workaholic executive and an unconventional woman agree to a personal relationship for a short period in this short period she changes his life ,period,short,workaholic
1890.0,tt0102768,1991,Regarding Henry,"After being shot, a man loses his memory and must relearn speech and mobility, but he has a loving family to support him.",Mike Nichols,Harrison Ford,Annette Bening,Michael Haley,Drama,Romance,,after being shot a man loses his memory and must relearn speech and mobility but he has a loving family to support him ,support,relearn,mobility
2809.0,tt0388500,2005,Beauty Shop,A determined hairstylist (Queen Latifah) competes with her former boss (Kevin Bacon) after opening her own business in Atlanta.,Bille Woodruff,Queen Latifah,Alicia Silverstone,Djimon Hounsou,Comedy,,nan,a determined hairstylist queen latifah competes with her former boss kevin bacon after opening her own business in atlanta ,queen,opening,latifah
269.0,tt0098067,1989,Parenthood,"The Buckmans are a midwestern family all dealing with their lives: estranged relatives, raising children, pressures of the job, and learning to be a good parent and spouse.",Ron Howard,Steve Martin,Mary Steenburgen,Dianne Wiest,Comedy,Drama,,the buckmans are a midwestern family all dealing with their lives estranged relatives raising children pressures of the job and learning to be a good parent and spouse ,spouse,pressures,parent
1585.0,tt0206314,2001,Joy Ride,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",John Dahl,Steve Zahn,Paul Walker,Leelee Sobieski,Mystery,Thriller,,three young people on a road trip from colorado to new jersey talk to a trucker on their cb radio then must escape when he turns out to be a psychotic killer ,trucker,psychotic,jersey
962.0,tt0297181,2002,I Spy,A professional athlete has to help a U.S. government agent recover a missing jet.,Betty Thomas,Eddie Murphy,Owen Wilson,Famke Janssen,Action,Adventure,Comedy,a professional athlete has to help a u s government agent recover a missing jet ,recover,professional,missing
4089.0,tt0093260,1987,Innerspace,"A hapless store clerk must foil criminals to save the life of the man who, miniaturized in a secret experiment, was accidentally injected into him.",Joe Dante,Dennis Quaid,Martin Short,Meg Ryan,Action,Adventure,Comedy,a hapless store clerk must foil criminals to save the life of the man who miniaturized in a secret experiment was accidentally injected into him ,miniaturized,injected,hapless
3058.0,tt0079116,1979,Escape from Alcatraz,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",Don Siegel,Clint Eastwood,Patrick McGoohan,Roberts Blossom,Biography,Crime,Drama,alcatraz is the most secure prison of its time it is believed that no one can ever escape from it until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world ,secure,prisons,infamous
4260.0,tt0250687,2001,Rat Race,"A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.",Jerry Zucker,Breckin Meyer,Amy Smart,Whoopi Goldberg,Adventure,Comedy,,a las vegas casino magnate determined to find a new avenue for wagering sets up a race for money ,wagering,avenue,vegas
3728.0,tt0108174,1993,So I Married an Axe Murderer,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,Thomas Schlamme,Mike Myers,Nancy Travis,Anthony LaPaglia,Comedy,Romance,,a san francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others ,suspects,significant,knack
3890.0,tt0361467,2004,Confessions of a Teenage Drama Queen,"A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs, where she finds herself competing for attention.",Sara Sugarman,Lindsay Lohan,Megan Fox,Adam Garcia,Comedy,Family,Music,a teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs where she finds herself competing for attention ,suburbs,revolves,packs
660.0,tt0195234,2000,Saving Grace,"A small-town English widow, facing financial troubles after her husband's suicide, turns to agriculture of an illegal kind.",Nigel Cole,Brenda Blethyn,Craig Ferguson,Martin Clunes,Comedy,Crime,,a small town english widow facing financial troubles after her husband s suicide turns to agriculture of an illegal kind ,troubles,suicide,kind
1138.0,tt0329101,2003,Freddy vs. Jason,"Freddy Krueger and Jason Voorhees return to terrorize the teenage population. Except this time, they're out to get each other, too.",Ronny Yu,Robert Englund,Ken Kirzinger,Kelly Rowland,Action,Horror,,freddy krueger and jason voorhees return to terrorize the teenage population except this time they re out to get each other too ,voorhees,population,krueger
2348.0,tt0075005,1976,The Omen,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,Richard Donner,Gregory Peck,Lee Remick,Harvey Stephens,Horror,,nan,mysterious deaths surround an american ambassador could the child that he is raising actually be the antichrist the devil s own son ,surround,deaths,antichrist
3113.0,tt0118928,1997,Dante's Peak,"A vulcanologist arrives at a countryside town recently named the second most desirable place to live in America, and discovers that the long dormant volcano, Dante's Peak, may wake up at any moment.",Roger Donaldson,Pierce Brosnan,Linda Hamilton,Jamie Renée Smith,Action,Adventure,Thriller,a vulcanologist arrives at a countryside town recently named the second most desirable place to live in america and discovers that the long dormant volcano dante s peak may wake up at any moment ,wake,vulcanologist,volcano
2389.0,tt0104040,1992,The Cutting Edge,A temperamental figure skater and a former hockey player try to win Olympic gold as a figure skating pairs team.,Paul Michael Glaser,D.B. Sweeney,Moira Kelly,Roy Dotrice,Comedy,Drama,Romance,a temperamental figure skater and a former hockey player try to win olympic gold as a figure skating pairs team ,figure,temperamental,skating
2371.0,tt0048728,1955,To Catch a Thief,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,Alfred Hitchcock,Cary Grant,Grace Kelly,Jessie Royce Landis,Mystery,Romance,Thriller,a retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation ,suspected,occupation,jewel
1902.0,tt0079945,1979,Star Trek: The Motion Picture,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.",Robert Wise,William Shatner,Leonard Nimoy,DeForest Kelley,Adventure,Mystery,Sci-Fi,when an alien spacecraft of enormous power is spotted approaching earth admiral james t kirk resumes command of the overhauled uss enterprise in order to intercept it ,uss,spotted,spacecraft
353.0,tt0282687,2002,Life or Something Like It,"A reporter interviews a psychic, who tells her that she's going to die and her life is meaningless.",Stephen Herek,Angelina Jolie,Edward Burns,Tony Shalhoub,Comedy,Romance,,a reporter interviews a psychic who tells her that she s going to die and her life is meaningless ,meaningless,interviews,die
3900.0,tt0245712,2000,Amores Perros,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Alejandro G. Iñárritu,Emilio Echevarría,Gael García Bernal,Goya Toledo,Drama,Thriller,,a horrific car accident connects three stories each involving characters dealing with loss regret and life s harsh realities all in the name of love ,stories,regret,realities
3894.0,tt0252028,2004,Surviving Christmas,"A lonely, obnoxious young millionaire pays a family to spend Christmas with him.",Mike Mitchell,Ben Affleck,Christina Applegate,James Gandolfini,Comedy,Romance,,a lonely obnoxious young millionaire pays a family to spend christmas with him ,pays,obnoxious,lonely
3715.0,tt0088944,1985,Commando,"A retired Special Forces colonel tries to save his daughter, who was abducted by his former subordinate.",Mark L. Lester,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,Action,Adventure,Thriller,a retired special forces colonel tries to save his daughter who was abducted by his former subordinate ,subordinate,colonel,abducted
516.0,tt0265343,2001,Monsoon Wedding,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",Mira Nair,Naseeruddin Shah,Lillete Dubey,Shefali Shah,Comedy,Drama,Romance,a stressed father a bride to be with a secret a smitten event planner and relatives from around the world create much ado about the preparations for an arranged marriage in india ,stressed,smitten,preparations
3364.0,tt0120783,1998,The Parent Trap,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",Nancy Meyers,Lindsay Lohan,Dennis Quaid,Natasha Richardson,Adventure,Comedy,Drama,identical twins annie and hallie separated at birth and each raised by one of their biological parents later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together ,parents,wayward,twins
